,country,year,sex,age,suicides_no,population
12803,2,1986,2,6,247,2035300
12804,2,1986,2,5,582,6059000
12805,2,1986,1,3,380,4047500
12806,2,1986,2,4,397,7477000
12807,2,1986,1,2,237,4797900
12808,2,1986,2,3,97,4009600
12809,2,1986,2,2,72,4637000
12810,2,1986,1,1,15,3963900
12811,2,1986,2,1,3,3766700
12812,2,1987,1,6,563,1195000
12813,2,1987,1,5,1146,5097300
12814,2,1987,1,4,873,7292700
12815,2,1987,2,6,248,2115000
12816,2,1987,1,3,425,4142000
12817,2,1987,2,5,496,6102400
12818,2,1987,1,2,245,4807700
12819,2,1987,2,4,343,7483400
12820,2,1987,2,3,99,4091900
12821,2,1987,2,2,63,4637300
12822,2,1987,1,1,11,3826100
12823,2,1987,2,1,4,3633300
12824,2,1988,1,6,591,1245700
12825,2,1988,1,5,1073,5146300
12826,2,1988,2,6,244,2202900
12827,2,1988,1,4,799,7314800
12828,2,1988,1,3,385,4245400
12829,2,1988,2,5,512,6141600
12830,2,1988,1,2,237,4790900
12831,2,1988,2,4,346,7494900
12832,2,1988,2,3,115,4184700
12833,2,1988,2,2,65,4613100
12834,2,1988,1,1,10,3694100
12835,2,1988,2,1,4,3505300
12836,2,1989,1,6,564,1292300
12837,2,1989,1,5,1048,5201300
12838,2,1989,1,4,826,7341100
12839,2,1989,1,3,433,4358200
12840,2,1989,2,6,217,2285500
12841,2,1989,2,5,462,6186700
12842,2,1989,1,2,243,4742000
12843,2,1989,2,4,321,7512800
12844,2,1989,2,3,138,4287600
12845,2,1989,2,2,73,4561200
12846,2,1989,1,1,10,3556100
12847,2,1989,2,1,7,3372400
12848,2,1990,1,6,670,1332200
12849,2,1990,1,5,980,5266600
12850,2,1990,1,4,802,7381900
12851,2,1990,1,3,443,4477900
12852,2,1990,2,6,224,2358600
12853,2,1990,2,5,452,6242800
12854,2,1990,1,2,275,4678600
12855,2,1990,2,4,317,7539900
12856,2,1990,2,3,132,4391200
12857,2,1990,2,2,90,4489200
12858,2,1990,1,1,11,3426400
12859,2,1990,2,1,6,3246400
12860,2,1991,1,6,572,1366000
12861,2,1991,1,5,1074,5315200
12862,2,1991,1,4,846,7373100
12863,2,1991,1,3,448,4481000
12864,2,1991,2,6,231,2399000
12865,2,1991,2,5,466,6274000
12866,2,1991,1,2,258,4561100
12867,2,1991,2,4,336,7520300
12868,2,1991,2,3,142,4401300
12869,2,1991,2,2,70,4385100
12870,2,1991,1,1,8,3279400
12871,2,1991,2,1,2,3110000
12872,2,1992,1,6,564,1396003
12873,2,1992,1,5,1062,5390861
12874,2,1992,1,4,917,7406251
12875,2,1992,1,3,486,4431281
12876,2,1992,2,6,209,2409548
12877,2,1992,2,5,466,6301632
12878,2,1992,1,2,298,4455004
12879,2,1992,2,4,338,7543046
12880,2,1992,2,3,111,4384585
12881,2,1992,2,2,77,4305903
12882,2,1992,1,1,12,3132377
12883,2,1992,2,1,3,2998407
12884,2,1993,1,6,604,1367777
12885,2,1993,1,5,1104,5512083
12886,2,1993,1,4,957,7434885
12887,2,1993,1,3,527,4493066
12888,2,1993,2,6,208,2384415
12889,2,1993,2,5,471,6444430
12890,2,1993,1,2,304,4351566
12891,2,1993,2,4,303,7566353
12892,2,1993,2,3,130,4440463
12893,2,1993,2,2,59,4203518
12894,2,1993,1,1,20,3037771
12895,2,1993,2,1,10,2904196
12896,2,1994,1,6,585,1330197
12897,2,1994,1,5,1065,5661170
12898,2,1994,1,3,543,4550652
12899,2,1994,1,4,883,7443880
12900,2,1994,2,6,215,2347862
12901,2,1994,1,2,313,4240786
12902,2,1994,2,5,397,6614346
12903,2,1994,2,4,291,7570722
12904,2,1994,2,3,140,4490477
12905,2,1994,2,2,72,4097424
12906,2,1994,1,1,22,2964838
12907,2,1994,2,1,10,2830695
12908,2,1995,1,6,591,1323292
12909,2,1995,1,5,1078,5785158
12910,2,1995,1,4,960,7461480
12911,2,1995,1,3,488,4594021
12912,2,1995,2,6,199,2353354
12913,2,1995,1,2,298,4104367
12914,2,1995,2,5,445,6746565
12915,2,1995,2,4,310,7583976
12916,2,1995,2,3,120,4531265
12917,2,1995,2,2,64,3966396
12918,2,1995,1,1,15,2912542
12919,2,1995,2,1,1,2778756
12920,2,1996,1,6,536,1386235
12921,2,1996,1,5,1102,5838953
12922,2,1996,1,4,978,7486619
12923,2,1996,1,3,520,4616462
12924,2,1996,2,6,228,2461140
12925,2,1996,1,2,310,3971830
12926,2,1996,2,5,468,6779489
12927,2,1996,2,4,328,7604043
12928,2,1996,2,3,136,4549138
12929,2,1996,2,2,65,3838994
12930,2,1996,1,1,12,2876055
12931,2,1996,2,1,6,2741374
12932,2,1997,1,6,597,1445925
12933,2,1997,1,5,1185,5857550
12934,2,1997,1,4,910,7563091
12935,2,1997,1,3,524,4630632
12936,2,1997,1,2,326,3834091
12937,2,1997,2,6,207,2568613
12938,2,1997,2,5,407,6774055
12939,2,1997,2,4,302,7677844
12940,2,1997,2,3,157,4559846
12941,2,1997,2,2,68,3706781
12942,2,1997,2,1,6,2712631
12943,2,1997,1,1,5,2850418
12944,2,1998,1,6,646,1503452
12945,2,1998,1,5,1085,5869648
12946,2,1998,1,3,544,4629539
12947,2,1998,1,4,884,7651146
12948,2,1998,1,2,276,3704279
12949,2,1998,2,6,194,2671515
12950,2,1998,2,5,380,6760988
12951,2,1998,2,4,298,7764523
12952,2,1998,2,3,116,4556072
12953,2,1998,2,2,67,3582085
12954,2,1998,1,1,13,2849559
12955,2,1998,2,1,1,2707786
12956,2,1999,1,6,539,1560919
12957,2,1999,1,5,1009,5872907
12958,2,1999,1,4,833,7755269
12959,2,1999,1,3,481,4605442
12960,2,1999,1,2,240,3575658
12961,2,1999,2,6,179,2766417
12962,2,1999,2,5,366,6744737
12963,2,1999,2,4,280,7867989
12964,2,1999,2,3,123,4534428
12965,2,1999,2,2,57,3454363
12966,2,1999,2,1,5,2700025
12967,2,1999,1,1,3,2842373
12968,2,2000,1,6,557,1616673
12969,2,2000,1,5,893,5873893
12970,2,2000,1,4,914,7894559
12971,2,2000,1,3,459,4551214
12972,2,2000,2,6,217,2855907
12973,2,2000,1,2,230,3445970
12974,2,2000,2,5,339,6724867
12975,2,2000,2,4,313,8005044
12976,2,2000,2,3,124,4486391
12977,2,2000,2,2,51,3324191
12978,2,2000,1,1,9,2832205
12979,2,2000,2,1,2,2688032
12980,2,2001,1,6,560,1675192
12981,2,2001,1,5,916,5867231
12982,2,2001,1,4,890,8038314
12983,2,2001,1,3,457,4489621
12984,2,2001,1,2,216,3335758
12985,2,2001,2,6,178,2950086
12986,2,2001,2,5,358,6692631
12987,2,2001,2,4,300,8147857
12988,2,2001,2,3,99,4430014
12989,2,2001,2,2,42,3212330
12990,2,2001,1,1,11,2820719
12991,2,2001,2,1,3,2674091
12992,2,2002,1,6,562,1761131
12993,2,2002,1,5,945,5974353
12994,2,2002,1,4,949,8173149
12995,2,2002,1,3,475,4396666
12996,2,2002,1,2,208,3197550
12997,2,2002,2,6,180,3107879
12998,2,2002,2,5,323,6785890
12999,2,2002,2,4,277,8243211
13000,2,2002,2,3,92,4321886
13001,2,2002,2,2,47,3067858
13002,2,2002,1,1,6,2823980
13003,2,2002,2,1,5,2673289
13004,2,2003,1,6,612,1829091
13005,2,2003,1,5,904,6071347
13006,2,2003,1,4,951,8301977
13007,2,2003,1,3,411,4369896
13008,2,2003,2,6,200,3206881
13009,2,2003,1,2,194,3148851
13010,2,2003,2,5,340,6855153
13011,2,2003,2,4,306,8361833
13012,2,2003,2,3,108,4280768
13013,2,2003,2,2,39,3009624
13014,2,2003,1,1,6,2828021
13015,2,2003,2,1,4,2674128
13016,2,2004,1,6,594,1875176
13017,2,2004,1,5,907,6151811
13018,2,2004,1,4,937,8349945
13019,2,2004,1,3,443,4291800
13020,2,2004,2,6,193,3248044
13021,2,2004,1,2,162,3085546
13022,2,2004,2,5,303,6894582
13023,2,2004,2,4,285,8455011
13024,2,2004,2,3,107,4225557
13025,2,2004,2,2,48,2949057
13026,2,2004,2,1,4,2655835
13027,2,2004,1,1,3,2805792
13028,2,2005,1,6,512,1945546
13029,2,2005,1,5,871,6210417
13030,2,2005,1,4,899,8462486
13031,2,2005,1,3,343,4212476
13032,2,2005,2,6,190,3344358
13033,2,2005,1,2,170,3051710
13034,2,2005,2,5,336,6930686
13035,2,2005,2,4,265,8562377
13036,2,2005,2,3,105,4143699
13037,2,2005,2,2,41,2915662
13038,2,2005,1,1,8,2809032
13039,2,2005,2,1,2,2656241
13040,2,2006,1,6,595,2033182
13041,2,2006,1,5,868,6276820
13042,2,2006,1,4,885,8738642
13043,2,2006,1,3,344,4203703
13044,2,2006,1,2,145,3102361
13045,2,2006,2,6,160,3483117
13046,2,2006,2,5,274,6982799
13047,2,2006,2,4,298,8755013
13048,2,2006,2,3,86,4103825
13049,2,2006,2,2,41,2959122
13050,2,2006,1,1,4,2849710
13051,2,2006,2,1,0,2692378
13052,2,2007,1,6,596,2102301
13053,2,2007,1,5,885,6332745
13054,2,2007,1,4,883,8888038
13055,2,2007,1,3,354,4114889
13056,2,2007,1,2,170,3105574
13057,2,2007,2,6,171,3568393
13058,2,2007,2,5,274,7020728
13059,2,2007,2,4,295,8909678
13060,2,2007,2,3,84,4028413
13061,2,2007,2,2,36,2960065
13062,2,2007,1,1,5,2855123
13063,2,2007,2,1,4,2697631
13064,2,2008,1,6,569,2165568
13065,2,2008,1,5,917,6381620
13066,2,2008,1,4,986,9030331
13067,2,2008,1,3,362,4036299
13068,2,2008,1,2,161,3118926
13069,2,2008,2,6,163,3640837
13070,2,2008,2,5,313,7058147
13071,2,2008,2,4,295,9072205
13072,2,2008,2,3,97,3960976
13073,2,2008,2,2,36,2969403
13074,2,2008,2,1,3,2708656
13075,2,2008,1,1,2,2866857
13076,2,2009,1,6,615,2229662
13077,2,2009,1,5,938,6434262
13078,2,2009,1,4,1058,9147783
13079,2,2009,1,3,332,3939821
13080,2,2009,1,2,144,3121458
13081,2,2009,2,5,289,7103819
13082,2,2009,2,6,149,3710834
13083,2,2009,2,4,329,9209165
13084,2,2009,2,3,70,3872976
13085,2,2009,2,2,42,2969603
13086,2,2009,1,1,6,2886464
13087,2,2009,2,1,2,2725983
13088,2,2010,1,6,591,2295316
13089,2,2010,1,5,944,6491779
13090,2,2010,1,4,1098,9238959
13091,2,2010,1,3,341,3839282
13092,2,2010,1,2,144,3116429
13093,2,2010,2,6,161,3782232
13094,2,2010,2,5,294,7158216
13095,2,2010,2,4,292,9323044
13096,2,2010,2,3,82,3781490
13097,2,2010,2,2,31,2961065
13098,2,2010,1,1,10,2906335
13099,2,2010,2,1,1,2743696
13100,2,2011,1,6,664,2321431
13101,2,2011,1,5,1000,6475532
13102,2,2011,1,4,1137,9024678
13103,2,2011,1,3,316,3578660
13104,2,2011,1,2,169,3033825
13105,2,2011,2,6,162,3786565
13106,2,2011,2,5,294,7136949
13107,2,2011,2,4,303,9218793
13108,2,2011,2,3,59,3576333
13109,2,2011,2,2,43,2887985
13110,2,2011,1,1,4,2864380
13111,2,2011,2,1,2,2705018
13112,2,2012,1,6,604,2382354
13113,2,2012,1,5,993,6523579
13114,2,2012,1,4,1215,9068194
13115,2,2012,1,3,329,3519920
13116,2,2012,1,2,179,3031610
13117,2,2012,2,6,175,3849653
13118,2,2012,2,5,317,7188550
13119,2,2012,2,4,325,9251393
13120,2,2012,2,3,68,3504130
13121,2,2012,2,2,44,2883565
13122,2,2012,2,1,4,2718455
13123,2,2012,1,1,4,2873682
13124,2,2013,1,6,625,2471260
13125,2,2013,1,5,1039,6636981
13126,2,2013,1,4,1162,9207071
13127,2,2013,1,3,342,3500820
13128,2,2013,1,2,147,3051918
13129,2,2013,2,6,181,3943123
13130,2,2013,2,5,333,7290449
13131,2,2013,2,4,335,9372465
13132,2,2013,2,3,66,3469280
13133,2,2013,2,2,49,2892351
13134,2,2013,1,1,7,2915569
13135,2,2013,2,1,4,2752044
13136,2,2014,1,6,670,2566489
13137,2,2014,1,5,947,6738488
13138,2,2014,1,4,1123,9296191
13139,2,2014,1,3,300,3494152
13140,2,2014,1,2,170,3066963
13141,2,2014,2,4,371,9446533
13142,2,2014,2,6,158,4042740
13143,2,2014,2,5,275,7381373
13144,2,2014,2,3,75,3445649
13145,2,2014,2,2,46,2894944
13146,2,2014,2,1,7,2778922
13147,2,2014,1,1,5,2948232
13148,2,2015,1,6,669,2646587
13149,2,2015,1,5,934,6795801
13150,2,2015,1,4,1063,9239883
13151,2,2015,1,3,271,3451808
13152,2,2015,1,2,161,3057509
13153,2,2015,2,5,303,7434895
13154,2,2015,2,6,156,4115435
13155,2,2015,2,4,320,9386928
13156,2,2015,2,3,64,3394610
13157,2,2015,2,2,34,2874645
13158,2,2015,1,1,7,2944182
13159,2,2015,2,1,6,2775414
13160,20,1985,1,6,1,29000
13161,20,1985,2,6,1,38000
13162,20,1985,1,2,3,259000
13163,20,1985,1,3,1,156000
13164,20,1985,1,4,1,169000
13165,20,1985,2,4,1,176000
13166,20,1985,2,2,0,263000
13167,20,1985,2,3,0,164000
13168,20,1985,2,1,0,279000
13169,20,1985,2,5,0,110000
13170,20,1985,1,1,0,291000
13171,20,1985,1,5,0,101000
13172,20,1986,1,4,1,175544
13173,20,1986,2,2,0,255762
13174,20,1986,2,3,0,170678
13175,20,1986,2,4,0,184127
13176,20,1986,2,1,0,272073
13177,20,1986,2,5,0,114989
13178,20,1986,2,6,0,40712
13179,20,1986,1,2,0,256512
13180,20,1986,1,3,0,164654
13181,20,1986,1,1,0,281022
13182,20,1986,1,5,0,105230
13183,20,1986,1,6,0,31228
13184,20,1987,1,5,4,106214
13185,20,1987,1,2,5,255648
13186,20,1987,1,3,1,170248
13187,20,1987,2,3,1,177282
13188,20,1987,2,4,1,187389
13189,20,1987,2,1,1,270343
13190,20,1987,2,2,0,255517
13191,20,1987,2,5,0,116815
13192,20,1987,2,6,0,41941
13193,20,1987,1,4,0,179252
13194,20,1987,1,1,0,277969
13195,20,1987,1,6,0,32142
13196,20,1988,2,6,1,43076
13197,20,1988,1,2,2,254088
13198,20,1988,1,4,1,183306
13199,20,1988,2,3,1,183521
13200,20,1988,2,2,0,254647
13201,20,1988,2,4,0,191119
13202,20,1988,2,1,0,270202
13203,20,1988,2,5,0,118738
13204,20,1988,1,3,0,175163
13205,20,1988,1,1,0,276524
13206,20,1988,1,5,0,107366
13207,20,1988,1,6,0,32853
13208,20,1989,2,2,0,253081
13209,20,1989,2,3,0,188945
13210,20,1989,2,4,0,195416
13211,20,1989,2,1,0,271221
13212,20,1989,2,5,0,120614
13213,20,1989,2,6,0,44116
13214,20,1989,1,2,0,251905
13215,20,1989,1,3,0,179236
13216,20,1989,1,4,0,187930
13217,20,1989,1,1,0,276496
13218,20,1989,1,5,0,108715
13219,20,1989,1,6,0,33364
13220,20,1990,1,2,2,249414
13221,20,1990,1,4,1,193270
13222,20,1990,2,2,0,251027
13223,20,1990,2,3,0,193286
13224,20,1990,2,4,0,200357
13225,20,1990,2,1,0,272608
13226,20,1990,2,5,0,122353
13227,20,1990,2,6,0,45109
13228,20,1990,1,3,0,182411
13229,20,1990,1,1,0,277197
13230,20,1990,1,5,0,110297
13231,20,1990,1,6,0,33712
13232,20,1991,1,5,1,111020
13233,20,1991,2,2,0,250172
13234,20,1991,2,3,0,198469
13235,20,1991,2,4,0,206513
13236,20,1991,2,1,0,273692
13237,20,1991,2,5,0,122107
13238,20,1991,2,6,0,46188
13239,20,1991,1,2,0,248267
13240,20,1991,1,3,0,186878
13241,20,1991,1,4,0,199165
13242,20,1991,1,1,0,277834
13243,20,1991,1,6,0,34530
13244,20,2000,1,4,2,271965
13245,20,2000,1,2,1,237231
13246,20,2000,2,2,0,240410
13247,20,2000,2,3,0,216103
13248,20,2000,2,4,0,274223
13249,20,2000,2,1,0,278234
13250,20,2000,2,5,0,135178
13251,20,2000,2,6,0,51452
13252,20,2000,1,3,0,207719
13253,20,2000,1,1,0,286276
13254,20,2000,1,5,0,127971
13255,20,2000,1,6,0,41079
13256,20,2001,1,5,2,129633
13257,20,2001,1,3,1,205954
13258,20,2001,2,2,1,240991
13259,20,2001,1,4,1,279041
13260,20,2001,2,3,0,214639
13261,20,2001,2,4,0,285588
13262,20,2001,2,1,0,277198
13263,20,2001,2,5,0,136886
13264,20,2001,2,6,0,52415
13265,20,2001,1,2,0,238547
13266,20,2001,1,1,0,288148
13267,20,2001,1,6,0,42238
13268,20,2002,1,4,2,286010
13269,20,2002,2,2,0,242077
13270,20,2002,2,3,0,212410
13271,20,2002,2,4,0,297434
13272,20,2002,2,1,0,276937
13273,20,2002,2,5,0,138797
13274,20,2002,2,6,0,53489
13275,20,2002,1,2,0,240844
13276,20,2002,1,3,0,203341
13277,20,2002,1,1,0,289686
13278,20,2002,1,5,0,131362
13279,20,2002,1,6,0,43330
13280,20,2003,1,3,1,200397
13281,20,2003,2,2,1,243223
13282,20,2003,2,3,0,209698
13283,20,2003,2,4,0,309548
13284,20,2003,2,1,0,277205
13285,20,2003,2,5,0,140822
13286,20,2003,2,6,0,54594
13287,20,2003,1,2,0,244000
13288,20,2003,1,4,0,292770
13289,20,2003,1,1,0,290641
13290,20,2003,1,5,0,133220
13291,20,2003,1,6,0,44308
13292,20,2004,1,5,1,135519
13293,20,2004,2,2,0,244042
13294,20,2004,2,3,0,206906
13295,20,2004,2,4,0,321246
13296,20,2004,2,1,0,277514
13297,20,2004,2,5,0,143063
13298,20,2004,2,6,0,55661
13299,20,2004,1,2,0,247730
13300,20,2004,1,3,0,197663
13301,20,2004,1,4,0,299008
13302,20,2004,1,1,0,290970
13303,20,2004,1,6,0,45086
13304,20,2005,1,3,13,195464
13305,20,2005,1,5,7,138670
13306,20,2005,1,4,14,304285
13307,20,2005,1,6,2,45648
13308,20,2005,1,2,6,251882
13309,20,2005,2,4,5,331681
13310,20,2005,2,3,1,204405
13311,20,2005,2,2,1,244537
13312,20,2005,2,1,1,277318
13313,20,2005,1,1,1,290746
13314,20,2005,2,5,0,145843
13315,20,2005,2,6,0,56690
13316,20,2006,2,2,0,248379
13317,20,2006,2,3,0,205376
13318,20,2006,2,4,0,335304
13319,20,2006,2,1,0,276574
13320,20,2006,2,5,0,149156
13321,20,2006,2,6,0,58027
13322,20,2006,1,2,0,256580
13323,20,2006,1,3,0,195463
13324,20,2006,1,4,0,309578
13325,20,2006,1,1,0,289268
13326,20,2006,1,5,0,142398
13327,20,2006,1,6,0,46494
13328,20,2009,1,6,3,47854
13329,20,2009,1,3,9,199372
13330,20,2009,1,5,6,155268
13331,20,2009,1,4,9,324231
13332,20,2009,1,2,5,268270
13333,20,2009,2,5,1,159111
13334,20,2009,2,3,1,211928
13335,20,2009,2,2,1,257363
13336,20,2009,1,1,1,276734
13337,20,2009,2,4,0,343173
13338,20,2009,2,1,0,264297
13339,20,2009,2,6,0,61282
13340,20,2010,1,3,1,202735
13341,20,2010,1,1,1,270432
13342,20,2010,1,4,1,328839
13343,20,2010,2,2,0,260373
13344,20,2010,2,3,0,215163
13345,20,2010,2,4,0,345682
13346,20,2010,2,1,0,258271
13347,20,2010,2,5,0,163081
13348,20,2010,2,6,0,62329
13349,20,2010,1,2,0,271743
13350,20,2010,1,5,0,159798
13351,20,2010,1,6,0,48206
13352,20,2011,1,6,4,49098
13353,20,2011,1,5,11,164711
13354,20,2011,1,4,14,331288
13355,20,2011,1,3,7,206750
13356,20,2011,1,2,5,274128
13357,20,2011,2,1,3,252024
13358,20,2011,1,1,3,263900
13359,20,2011,2,5,1,168398
13360,20,2011,2,2,1,262579
13361,20,2011,2,4,1,346487
13362,20,2011,2,3,0,218242
13363,20,2011,2,6,0,63432
13364,22,1985,1,6,1340,1791000
13365,22,1985,2,6,1553,2862400
13366,22,1985,1,5,3763,8996900
13367,22,1985,1,4,6962,17833300
13368,22,1985,1,3,1982,8465800
13369,22,1985,2,5,2543,11024900
13370,22,1985,2,4,2582,17953700
13371,22,1985,1,2,1139,8728500
13372,22,1985,2,3,817,8321600
13373,22,1985,2,2,491,8366600
13374,22,1985,1,1,59,9423300
13375,22,1985,2,1,26,9041200
13376,22,1986,1,6,1488,1889000
13377,22,1986,2,6,1801,3049000
13378,22,1986,1,5,4171,9374000
13379,22,1986,1,4,7298,18094000
13380,22,1986,2,5,2877,11355000
13381,22,1986,1,3,2057,8197000
13382,22,1986,2,4,2787,18183000
13383,22,1986,1,2,1263,8931000
13384,22,1986,2,3,936,8051000
13385,22,1986,2,2,680,8548000
13386,22,1986,1,1,73,9231000
13387,22,1986,2,1,53,8777000
13388,22,1987,1,6,1446,1982000
13389,22,1987,2,6,1718,3230000
13390,22,1987,1,5,3988,9718000
13391,22,1987,1,4,6688,18218000
13392,22,1987,2,5,2938,11656000
13393,22,1987,1,3,1904,8031000
13394,22,1987,2,4,2496,18301000
13395,22,1987,1,2,1065,9167000
13396,22,1987,2,3,782,7874000
13397,22,1987,2,2,569,8757000
13398,22,1987,1,1,52,8959000
13399,22,1987,2,1,17,8523000
13400,22,1988,1,6,1490,2064000
13401,22,1988,2,6,1865,3398000
13402,22,1988,1,5,3851,10062000
13403,22,1988,1,4,6087,18287000
13404,22,1988,2,5,2853,11962000
13405,22,1988,1,3,1736,7938000
13406,22,1988,2,4,2438,18354000
13407,22,1988,1,2,973,9391000
13408,22,1988,2,3,721,7769000
13409,22,1988,2,2,583,8959000
13410,22,1988,1,1,49,8669000
13411,22,1988,2,1,30,8248000
13412,22,1989,1,6,1463,2153000
13413,22,1989,2,6,1844,3577000
13414,22,1989,1,5,3676,10384000
13415,22,1989,1,4,5161,18310000
13416,22,1989,2,5,2786,12244000
13417,22,1989,1,3,1582,7931000
13418,22,1989,2,4,2306,18362000
13419,22,1989,1,2,928,9573000
13420,22,1989,2,3,725,7749000
13421,22,1989,2,2,479,9119000
13422,22,1989,1,1,36,8384000
13423,22,1989,2,1,27,7980000
13424,22,1990,1,6,1405,2232400
13425,22,1990,2,6,1814,3736000
13426,22,1990,1,5,3654,10761800
13427,22,1990,1,4,4822,18296000
13428,22,1990,2,5,2607,12588300
13429,22,1990,1,3,1462,7927600
13430,22,1990,2,4,2184,18325800
13431,22,1990,1,2,875,9545600
13432,22,1990,2,3,698,7761900
13433,22,1990,2,2,434,9143500
13434,22,1990,1,1,30,8168200
13435,22,1990,2,1,17,7764300
13436,22,1991,1,6,1354,2311000
13437,22,1991,2,6,1687,3912000
13438,22,1991,1,5,3779,11126000
13439,22,1991,1,4,4935,18230000
13440,22,1991,2,5,2561,12912000
13441,22,1991,1,3,1419,7830000
13442,22,1991,2,4,2039,18245000
13443,22,1991,1,2,891,9770000
13444,22,1991,2,3,637,7665000
13445,22,1991,2,2,442,9337000
13446,22,1991,1,1,22,7928000
13447,22,1991,2,1,14,7536000
13448,22,1992,1,6,1423,2375000
13449,22,1992,2,6,1702,4072000
13450,22,1992,1,5,4155,11475000
13451,22,1992,1,4,5269,18135000
13452,22,1992,2,5,2555,13232000
13453,22,1992,1,3,1501,7985000
13454,22,1992,2,4,1998,18131000
13455,22,1992,1,2,996,9743000
13456,22,1992,2,3,633,7810000
13457,22,1992,2,2,440,9292000
13458,22,1992,1,1,52,7720000
13459,22,1992,2,1,32,7341000
13460,22,1993,1,6,1258,2430000
13461,22,1993,2,6,1566,4227000
13462,22,1993,1,5,4185,11787000
13463,22,1993,1,4,5472,18083000
13464,22,1993,1,3,1473,8120000
13465,22,1993,2,5,2418,13512000
13466,22,1993,2,4,1955,18064000
13467,22,1993,1,2,974,9691000
13468,22,1993,2,3,598,7933000
13469,22,1993,2,2,404,9233000
13470,22,1993,1,1,32,7513000
13471,22,1993,2,1,18,7142000
13472,22,1994,1,6,1364,2476000
13473,22,1994,1,5,4256,12046000
13474,22,1994,2,6,1538,4368000
13475,22,1994,1,4,5439,18084000
13476,22,1994,1,3,1631,8250000
13477,22,1994,2,5,2314,13742000
13478,22,1994,1,2,1147,9582000
13479,22,1994,2,4,1846,18077000
13480,22,1994,2,3,670,8050000
13481,22,1994,2,2,463,9111000
13482,22,1994,1,1,55,7318000
13483,22,1994,2,1,21,6960000
13484,22,1995,1,6,1358,2553900
13485,22,1995,1,5,4429,12402300
13486,22,1995,2,6,1582,4592800
13487,22,1995,1,4,5507,18054500
13488,22,1995,1,3,1692,8404400
13489,22,1995,2,5,2426,14003800
13490,22,1995,1,2,1050,9332000
13491,22,1995,2,4,1984,17984000
13492,22,1995,2,3,667,8178700
13493,22,1995,2,2,488,8925300
13494,22,1995,1,1,43,7125500
13495,22,1995,2,1,23,6792300
13496,22,1996,1,6,1339,2633000
13497,22,1996,1,5,4870,12820000
13498,22,1996,2,6,1614,4812000
13499,22,1996,1,4,5725,17896000
13500,22,1996,1,3,1690,8610000
13501,22,1996,2,5,2513,14347000
13502,22,1996,1,2,1036,9147000
13503,22,1996,2,4,1944,17810000
13504,22,1996,2,3,698,8370000
13505,22,1996,2,2,474,8725000
13506,22,1996,1,1,41,6972000
13507,22,1996,2,1,23,6643000
13508,22,1997,1,6,1429,2717000
13509,22,1997,1,5,5435,13212000
13510,22,1997,1,4,5984,17698000
13511,22,1997,2,6,1674,5041000
13512,22,1997,1,3,1813,8830000
13513,22,1997,2,5,2570,14670000
13514,22,1997,2,4,2045,17605000
13515,22,1997,1,2,1011,8911000
13516,22,1997,2,3,798,8575000
13517,22,1997,2,2,468,8489000
13518,22,1997,1,1,34,6818000
13519,22,1997,2,1,19,6494000
13520,22,1998,1,6,1732,2823000
13521,22,1998,1,5,7981,13546000
13522,22,1998,1,4,8384,17557000
13523,22,1998,2,6,2013,5285000
13524,22,1998,1,3,2462,9051000
13525,22,1998,2,5,3292,14950000
13526,22,1998,1,2,1453,8649000
13527,22,1998,2,4,2385,17467000
13528,22,1998,2,3,1050,8787000
13529,22,1998,2,2,612,8231000
13530,22,1998,1,1,66,6655000
13531,22,1998,2,1,28,6337000
13532,22,1999,1,6,1794,2954000
13533,22,1999,1,5,7971,13851000
13534,22,1999,1,4,8340,17403000
13535,22,1999,2,6,1881,5516000
13536,22,1999,1,3,2595,9242000
13537,22,1999,2,5,3146,15244000
13538,22,1999,1,2,1385,8383000
13539,22,1999,2,4,2313,17316000
13540,22,1999,2,3,1036,8959000
13541,22,1999,2,2,581,7974000
13542,22,1999,1,1,44,6505000
13543,22,1999,2,1,29,6193000
13544,22,2000,1,5,7988,14034032
13545,22,2000,1,6,1619,3187143
13546,22,2000,1,4,8023,17540437
13547,22,2000,2,6,1796,5792695
13548,22,2000,1,3,2454,9260089
13549,22,2000,2,5,3032,15357610
13550,22,2000,1,2,1273,8063415
13551,22,2000,2,4,2172,17380248
13552,22,2000,2,3,1027,8975013
13553,22,2000,2,2,531,7669997
13554,22,2000,1,1,58,6401260
13555,22,2000,2,1,16,6090721
13556,22,2001,1,5,7690,14064000
13557,22,2001,1,6,1692,3404000
13558,22,2001,1,4,7913,17516000
13559,22,2001,2,6,1689,6095000
13560,22,2001,1,3,2388,9466000
13561,22,2001,2,5,2870,15379000
13562,22,2001,1,2,1146,7856000
13563,22,2001,2,4,2148,17363000
13564,22,2001,2,3,1013,9178000
13565,22,2001,2,2,522,7460000
13566,22,2001,1,1,39,6295000
13567,22,2001,2,1,22,5990000
13568,22,2002,1,5,7956,14446000
13569,22,2002,1,4,8202,17249000
13570,22,2002,1,6,1709,3621000
13571,22,2002,2,6,1664,6387000
13572,22,2002,1,3,2444,9406000
13573,22,2002,2,5,2919,15754000
13574,22,2002,1,2,1131,7671000
13575,22,2002,2,4,2187,17125000
13576,22,2002,2,3,1005,9124000
13577,22,2002,2,2,461,7274000
13578,22,2002,1,1,25,6215000
13579,22,2002,2,1,12,5917000
13580,22,2003,1,5,8409,14889000
