,country,year,sex,age,suicides_no,population
2439,68,1997,2,6,0,3054
2440,68,1997,1,2,0,25815
2441,68,1997,1,1,0,28929
2442,68,1997,1,5,0,11798
2443,68,1997,1,6,0,1847
2444,68,1998,1,3,2,24751
2445,68,1998,1,4,1,33276
2446,68,1998,2,2,0,25583
2447,68,1998,2,3,0,25347
2448,68,1998,2,4,0,36034
2449,68,1998,2,1,0,28660
2450,68,1998,2,5,0,14541
2451,68,1998,2,6,0,3187
2452,68,1998,1,2,0,25619
2453,68,1998,1,1,0,29048
2454,68,1998,1,5,0,12140
2455,68,1998,1,6,0,1939
2456,68,1999,1,3,3,24557
2457,68,1999,2,3,1,25368
2458,68,1999,1,2,1,25536
2459,68,1999,1,4,1,34691
2460,68,1999,2,2,0,25625
2461,68,1999,2,4,0,37759
2462,68,1999,2,1,0,29048
2463,68,1999,2,5,0,14983
2464,68,1999,2,6,0,3335
2465,68,1999,1,1,0,29327
2466,68,1999,1,5,0,12526
2467,68,1999,1,6,0,2036
2468,68,2000,1,3,4,24338
2469,68,2000,1,4,5,36060
2470,68,2000,2,5,1,15459
2471,68,2000,2,2,1,25774
2472,68,2000,2,3,0,25314
2473,68,2000,2,4,0,39420
2474,68,2000,2,1,0,29453
2475,68,2000,2,6,0,3494
2476,68,2000,1,2,0,25606
2477,68,2000,1,1,0,29702
2478,68,2000,1,5,0,12981
2479,68,2000,1,6,0,2137
2480,68,2001,1,4,1,37335
2481,68,2001,2,2,0,26565
2482,68,2001,2,3,0,25447
2483,68,2001,2,4,0,40803
2484,68,2001,2,1,0,29545
2485,68,2001,2,5,0,16236
2486,68,2001,2,6,0,3680
2487,68,2001,1,2,0,26361
2488,68,2001,1,3,0,24515
2489,68,2001,1,1,0,29815
2490,68,2001,1,5,0,13606
2491,68,2001,1,6,0,2232
2492,68,2002,1,2,2,27106
2493,68,2002,1,4,1,38667
2494,68,2002,2,2,0,27307
2495,68,2002,2,3,0,25644
2496,68,2002,2,4,0,42134
2497,68,2002,2,1,0,29453
2498,68,2002,2,5,0,17111
2499,68,2002,2,6,0,3880
2500,68,2002,1,3,0,24798
2501,68,2002,1,1,0,29792
2502,68,2002,1,5,0,14336
2503,68,2002,1,6,0,2327
2504,68,2003,1,4,1,40113
2505,68,2003,2,2,0,27919
2506,68,2003,2,3,0,25941
2507,68,2003,2,4,0,43511
2508,68,2003,2,1,0,29130
2509,68,2003,2,5,0,18079
2510,68,2003,2,6,0,4092
2511,68,2003,1,2,0,27766
2512,68,2003,1,3,0,25200
2513,68,2003,1,1,0,29553
2514,68,2003,1,5,0,15166
2515,68,2003,1,6,0,2418
2516,68,2004,1,2,1,28309
2517,68,2004,1,4,1,41662
2518,68,2004,2,2,0,28385
2519,68,2004,2,3,0,26367
2520,68,2004,2,4,0,44948
2521,68,2004,2,1,0,28634
2522,68,2004,2,5,0,19143
2523,68,2004,2,6,0,4327
2524,68,2004,1,3,0,25733
2525,68,2004,1,1,0,29136
2526,68,2004,1,5,0,16082
2527,68,2004,1,6,0,2511
2528,68,2005,1,3,1,26366
2529,68,2005,2,3,1,26917
2530,68,2005,1,1,1,28690
2531,68,2005,1,4,1,43193
2532,68,2005,2,2,0,28757
2533,68,2005,2,4,0,46362
2534,68,2005,2,1,0,28118
2535,68,2005,2,5,0,20307
2536,68,2005,2,6,0,4589
2537,68,2005,1,2,0,28762
2538,68,2005,1,5,0,17085
2539,68,2005,1,6,0,2617
2540,68,2006,1,2,1,29472
2541,68,2006,1,4,1,44490
2542,68,2006,2,2,0,29420
2543,68,2006,2,3,0,27172
2544,68,2006,2,4,0,47679
2545,68,2006,2,1,0,28256
2546,68,2006,2,5,0,21081
2547,68,2006,2,6,0,4817
2548,68,2006,1,3,0,26713
2549,68,2006,1,1,0,28912
2550,68,2006,1,5,0,17743
2551,68,2006,1,6,0,2744
2552,68,2007,1,4,2,45790
2553,68,2007,1,3,1,27047
2554,68,2007,1,2,1,30182
2555,68,2007,2,4,1,48976
2556,68,2007,2,2,0,30101
2557,68,2007,2,3,0,27419
2558,68,2007,2,1,0,28225
2559,68,2007,2,5,0,21936
2560,68,2007,2,6,0,5046
2561,68,2007,1,1,0,28953
2562,68,2007,1,5,0,18460
2563,68,2007,1,6,0,2854
2564,68,2008,1,3,1,27416
2565,68,2008,1,1,1,28759
2566,68,2008,1,2,1,30842
2567,68,2008,1,4,1,47227
2568,68,2008,2,2,0,30739
2569,68,2008,2,3,0,27705
2570,68,2008,2,4,0,50385
2571,68,2008,2,1,0,27972
2572,68,2008,2,5,0,22905
2573,68,2008,2,6,0,5272
2574,68,2008,1,5,0,19279
2575,68,2008,1,6,0,2946
2576,68,2009,1,2,2,31432
2577,68,2009,1,4,2,48784
2578,68,2009,1,3,1,27862
2579,68,2009,2,4,1,51877
2580,68,2009,2,2,0,31298
2581,68,2009,2,3,0,28059
2582,68,2009,2,1,0,27474
2583,68,2009,2,5,0,23987
2584,68,2009,2,6,0,5515
2585,68,2009,1,1,0,28311
2586,68,2009,1,5,0,20196
2587,68,2009,1,6,0,3018
2588,68,2010,1,6,1,3090
2589,68,2010,2,2,2,31792
2590,68,2010,1,4,3,50326
2591,68,2010,1,5,1,21188
2592,68,2010,2,5,1,25150
2593,68,2010,1,2,1,31968
2594,68,2010,2,4,1,53312
2595,68,2010,2,3,0,28521
2596,68,2010,2,1,0,26732
2597,68,2010,2,6,0,5772
2598,68,2010,1,3,0,28398
2599,68,2010,1,1,0,27620
2600,68,2011,1,5,1,22178
2601,68,2011,2,3,1,29138
2602,68,2011,1,2,1,32343
2603,68,2011,1,4,1,50932
2604,68,2011,2,2,0,32120
2605,68,2011,2,4,0,53821
2606,68,2011,2,1,0,26108
2607,68,2011,2,5,0,26262
2608,68,2011,2,6,0,6106
2609,68,2011,1,3,0,28997
2610,68,2011,1,1,0,27054
2611,68,2011,1,6,0,3324
2612,68,2012,1,2,2,32716
2613,68,2012,1,4,2,51466
2614,68,2012,2,4,1,54245
2615,68,2012,2,2,0,32430
2616,68,2012,2,3,0,29909
2617,68,2012,2,1,0,25670
2618,68,2012,2,5,0,27444
2619,68,2012,2,6,0,6463
2620,68,2012,1,3,0,29740
2621,68,2012,1,1,0,26675
2622,68,2012,1,5,0,23216
2623,68,2012,1,6,0,3584
2624,68,2013,1,5,2,24298
2625,68,2013,1,4,2,51912
2626,68,2013,2,4,1,54567
2627,68,2013,2,2,0,32613
2628,68,2013,2,3,0,30751
2629,68,2013,2,1,0,25435
2630,68,2013,2,5,0,28689
2631,68,2013,2,6,0,6828
2632,68,2013,1,2,0,32971
2633,68,2013,1,3,0,30545
2634,68,2013,1,1,0,26496
2635,68,2013,1,6,0,3854
2636,5,1985,1,3,7,67600
2637,5,1985,1,4,3,49700
2638,5,1985,2,4,1,26900
2639,5,1985,2,2,0,37800
2640,5,1985,2,3,0,27600
2641,5,1985,2,1,0,41400
2642,5,1985,2,5,0,8700
2643,5,1985,2,6,0,1500
2644,5,1985,1,2,0,49700
2645,5,1985,1,1,0,42000
2646,5,1985,1,5,0,11600
2647,5,1985,1,6,0,1400
2648,5,1987,1,5,1,11800
2649,5,1987,1,4,3,47700
2650,5,1987,1,3,3,63900
2651,5,1987,2,3,1,27500
2652,5,1987,2,2,1,38600
2653,5,1987,2,4,0,27300
2654,5,1987,2,1,0,42500
2655,5,1987,2,5,0,8900
2656,5,1987,2,6,0,1500
2657,5,1987,1,2,0,49400
2658,5,1987,1,1,0,43200
2659,5,1987,1,6,0,1600
2660,5,1988,1,3,8,61600
2661,5,1988,1,4,4,63500
2662,5,1988,2,4,1,30900
2663,5,1988,1,2,1,44100
2664,5,1988,2,2,0,38300
2665,5,1988,2,3,0,32000
2666,5,1988,2,1,0,45400
2667,5,1988,2,5,0,10300
2668,5,1988,2,6,0,1400
2669,5,1988,1,1,0,46500
2670,5,1988,1,5,0,14400
2671,5,1988,1,6,0,1300
2672,5,1997,2,2,0,46573
2673,5,1997,2,3,0,50841
2674,5,1997,2,4,0,53562
2675,5,1997,2,1,0,55390
2676,5,1997,2,5,0,13826
2677,5,1997,2,6,0,2250
2678,5,1997,1,2,0,54369
2679,5,1997,1,3,0,80297
2680,5,1997,1,4,0,96825
2681,5,1997,1,1,0,57431
2682,5,1997,1,5,0,16035
2683,5,1997,1,6,0,2355
2684,5,1998,2,2,0,48147
2685,5,1998,2,3,0,51596
2686,5,1998,2,4,0,56917
2687,5,1998,2,1,0,56626
2688,5,1998,2,5,0,14404
2689,5,1998,2,6,0,2312
2690,5,1998,1,2,0,56377
2691,5,1998,1,3,0,80849
2692,5,1998,1,4,0,101013
2693,5,1998,1,1,0,58935
2694,5,1998,1,5,0,16409
2695,5,1998,1,6,0,2423
2696,5,1999,1,3,8,82791
2697,5,1999,1,4,4,105903
2698,5,1999,1,2,2,57914
2699,5,1999,2,2,1,49631
2700,5,1999,2,3,1,52339
2701,5,1999,2,4,1,60568
2702,5,1999,2,1,0,58374
2703,5,1999,2,5,0,15017
2704,5,1999,2,6,0,2339
2705,5,1999,1,1,0,61554
2706,5,1999,1,5,0,16810
2707,5,1999,1,6,0,2522
2708,5,2000,1,3,16,86231
2709,5,2000,1,4,10,112060
2710,5,2000,1,2,2,59208
2711,5,2000,2,3,1,53263
2712,5,2000,2,2,0,50968
2713,5,2000,2,4,0,64617
2714,5,2000,2,1,0,60791
2715,5,2000,2,5,0,15556
2716,5,2000,2,6,0,2394
2717,5,2000,1,1,0,65512
2718,5,2000,1,5,0,17346
2719,5,2000,1,6,0,2648
2720,5,2001,1,3,8,90920
2721,5,2001,1,4,8,118151
2722,5,2001,1,5,1,17917
2723,5,2001,1,2,2,68309
2724,5,2001,2,2,1,54497
2725,5,2001,2,3,1,55961
2726,5,2001,1,1,1,67127
2727,5,2001,2,4,1,67856
2728,5,2001,2,1,0,62316
2729,5,2001,2,5,0,15791
2730,5,2001,2,6,0,2544
2731,5,2001,1,6,0,2694
2732,5,2002,1,3,7,97288
2733,5,2002,1,4,9,126500
2734,5,2002,2,4,4,71376
2735,5,2002,2,2,2,57599
2736,5,2002,1,2,2,76442
2737,5,2002,2,3,1,59350
2738,5,2002,2,1,0,63714
2739,5,2002,2,5,0,16006
2740,5,2002,2,6,0,2738
2741,5,2002,1,1,0,68596
2742,5,2002,1,5,0,18646
2743,5,2002,1,6,0,2755
2744,5,2003,1,4,17,137287
2745,5,2003,1,3,9,105799
2746,5,2003,2,3,5,63380
2747,5,2003,1,2,3,83143
2748,5,2003,2,2,0,60298
2749,5,2003,2,4,0,75430
2750,5,2003,2,1,0,65298
2751,5,2003,2,5,0,16343
2752,5,2003,2,6,0,2946
2753,5,2003,1,1,0,70584
2754,5,2003,1,5,0,19574
2755,5,2003,1,6,0,2831
2756,5,2004,1,5,4,20717
2757,5,2004,1,3,19,116777
2758,5,2004,1,4,10,150835
2759,5,2004,2,3,3,68052
2760,5,2004,2,4,3,80288
2761,5,2004,1,2,2,88431
2762,5,2004,2,2,1,62699
2763,5,2004,2,1,0,67313
2764,5,2004,2,5,0,16975
2765,5,2004,2,6,0,3126
2766,5,2004,1,1,0,73422
2767,5,2004,1,6,0,2924
2768,5,2005,1,3,15,142375
2769,5,2005,1,4,14,174785
2770,5,2005,1,5,2,27261
2771,5,2005,1,2,4,79928
2772,5,2005,2,3,3,73758
2773,5,2005,2,2,2,64792
2774,5,2005,2,4,2,92102
2775,5,2005,2,1,0,66362
2776,5,2005,2,5,0,19983
2777,5,2005,2,6,0,4389
2778,5,2005,1,1,0,69742
2779,5,2005,1,6,0,4063
2780,5,2006,1,3,12,158656
2781,5,2006,2,3,5,80271
2782,5,2006,2,2,3,69020
2783,5,2006,1,5,1,29960
2784,5,2006,2,4,3,100668
2785,5,2006,1,4,3,192597
2786,5,2006,1,2,1,86090
2787,5,2006,2,1,0,68590
2788,5,2006,2,5,0,21363
2789,5,2006,2,6,0,4915
2790,5,2006,1,1,0,71974
2791,5,2006,1,6,0,4439
2792,5,2007,1,3,14,176938
2793,5,2007,1,4,13,212426
2794,5,2007,1,5,2,32965
2795,5,2007,1,2,5,92875
2796,5,2007,2,3,3,87472
2797,5,2007,2,4,2,110173
2798,5,2007,2,2,1,73617
2799,5,2007,2,1,0,70861
2800,5,2007,2,5,0,22872
2801,5,2007,2,6,0,5497
2802,5,2007,1,1,0,74222
2803,5,2007,1,6,0,4852
2804,5,2008,1,3,21,196832
2805,5,2008,1,4,13,225866
2806,5,2008,2,2,3,76246
2807,5,2008,1,5,1,35879
2808,5,2008,2,4,3,115468
2809,5,2008,2,3,2,93449
2810,5,2008,2,1,0,72955
2811,5,2008,2,5,0,24495
2812,5,2008,2,6,0,5191
2813,5,2008,1,2,0,96458
2814,5,2008,1,1,0,76617
2815,5,2008,1,6,0,4654
2816,5,2009,1,4,14,242558
2817,5,2009,1,3,9,222448
2818,5,2009,2,3,4,99580
2819,5,2009,1,2,4,102256
2820,5,2009,1,5,1,38002
2821,5,2009,1,1,2,79180
2822,5,2009,2,4,2,118835
2823,5,2009,2,2,0,80832
2824,5,2009,2,1,0,75122
2825,5,2009,2,5,0,25915
2826,5,2009,2,6,0,4103
2827,5,2009,1,6,0,4091
2828,5,2010,1,4,8,252232
2829,5,2010,1,3,6,235591
2830,5,2010,1,5,1,41999
2831,5,2010,2,4,2,125709
2832,5,2010,2,2,1,80571
2833,5,2010,2,3,1,104368
2834,5,2010,2,1,0,77140
2835,5,2010,2,5,0,27834
2836,5,2010,2,6,0,4625
2837,5,2010,1,2,0,103388
2838,5,2010,1,1,0,81414
2839,5,2010,1,6,0,4289
2840,5,2011,1,2,3,101695
2841,5,2011,1,5,1,43883
2842,5,2011,2,3,2,98138
2843,5,2011,1,3,4,220691
2844,5,2011,1,4,4,242955
2845,5,2011,2,4,2,123582
2846,5,2011,2,2,1,75788
2847,5,2011,2,1,1,77270
2848,5,2011,2,5,0,29140
2849,5,2011,2,6,0,4742
2850,5,2011,1,1,0,81209
2851,5,2011,1,6,0,4369
2852,5,2012,1,3,11,237133
2853,5,2012,1,4,6,268027
2854,5,2012,2,3,1,110796
2855,5,2012,1,2,1,111603
2856,5,2012,2,2,0,81091
2857,5,2012,2,4,0,135976
2858,5,2012,2,1,0,81275
2859,5,2012,2,5,0,31641
2860,5,2012,2,6,0,4548
2861,5,2012,1,1,0,85538
2862,5,2012,1,5,0,50001
2863,5,2012,1,6,0,4149
2864,5,2013,1,2,1,110064
2865,5,2013,1,3,2,237632
2866,5,2013,1,4,2,269162
2867,5,2013,2,2,0,80476
2868,5,2013,2,3,0,112513
2869,5,2013,2,4,0,139352
2870,5,2013,2,1,0,82726
2871,5,2013,2,5,0,33780
2872,5,2013,2,6,0,4859
2873,5,2013,1,1,0,86269
2874,5,2013,1,5,0,53308
2875,5,2013,1,6,0,4351
2876,5,2014,1,2,4,100635
2877,5,2014,1,3,3,237952
2878,5,2014,2,3,1,110838
2879,5,2014,1,4,1,258922
2880,5,2014,2,2,0,78926
2881,5,2014,2,4,0,139103
2882,5,2014,2,1,0,82452
2883,5,2014,2,5,0,41406
2884,5,2014,2,6,0,6154
2885,5,2014,1,1,0,86539
2886,5,2014,1,5,0,64351
2887,5,2014,1,6,0,6688
2888,77,1985,1,6,1,4000
2889,77,1985,1,5,3,13000
2890,77,1985,2,3,2,22000
2891,77,1985,1,3,1,22000
2892,77,1985,2,2,0,26000
2893,77,1985,2,4,0,24000
2894,77,1985,2,1,0,24000
2895,77,1985,2,5,0,19000
2896,77,1985,2,6,0,7000
2897,77,1985,1,2,0,26000
2898,77,1985,1,4,0,20000
2899,77,1985,1,1,0,24000
2900,77,1986,1,4,4,20000
2901,77,1986,1,2,2,26200
2902,77,1986,2,3,1,22000
2903,77,1986,1,3,1,22000
2904,77,1986,2,2,0,26200
2905,77,1986,2,4,0,24000
2906,77,1986,2,1,0,24100
2907,77,1986,2,5,0,19000
2908,77,1986,2,6,0,7000
2909,77,1986,1,1,0,24100
2910,77,1986,1,5,0,13000
2911,77,1986,1,6,0,4000
2912,77,1987,2,4,2,24400
2913,77,1987,1,5,1,13000
2914,77,1987,1,4,1,20200
2915,77,1987,1,3,1,22200
2916,77,1987,1,1,1,24300
2917,77,1987,2,2,0,26400
2918,77,1987,2,3,0,22200
2919,77,1987,2,1,0,24300
2920,77,1987,2,5,0,19300
2921,77,1987,2,6,0,7000
2922,77,1987,1,2,0,26400
2923,77,1987,1,6,0,4000
2924,77,1988,1,3,5,22400
2925,77,1988,1,4,3,20400
2926,77,1988,1,5,1,13100
2927,77,1988,1,2,2,26400
2928,77,1988,2,5,1,19400
2929,77,1988,2,2,0,26400
2930,77,1988,2,3,0,22400
2931,77,1988,2,4,0,24400
2932,77,1988,2,1,0,24400
2933,77,1988,2,6,0,7100
2934,77,1988,1,1,0,24400
2935,77,1988,1,6,0,4000
2936,77,1989,1,4,6,23000
2937,77,1989,1,5,2,14000
2938,77,1989,1,2,3,25000
2939,77,1989,2,3,2,23000
2940,77,1989,2,2,2,24000
2941,77,1989,1,3,1,24000
2942,77,1989,2,4,0,26000
2943,77,1989,2,1,0,22000
2944,77,1989,2,5,0,20000
2945,77,1989,2,6,0,8000
2946,77,1989,1,1,0,22000
2947,77,1989,1,6,0,5000
2948,77,1990,1,6,3,5000
2949,77,1990,1,4,5,24000
2950,77,1990,1,5,2,13000
2951,77,1990,1,3,2,24000
2952,77,1990,2,4,2,26000
2953,77,1990,2,5,1,20000
2954,77,1990,1,2,1,25000
2955,77,1990,2,2,0,24000
2956,77,1990,2,3,0,23000
2957,77,1990,2,1,0,22000
2958,77,1990,2,6,0,9000
2959,77,1990,1,1,0,22000
2960,77,1991,1,4,5,25000
2961,77,1991,1,3,4,23000
2962,77,1991,2,5,3,20000
2963,77,1991,1,2,3,24000
2964,77,1991,1,5,1,13000
2965,77,1991,2,3,1,23000
2966,77,1991,2,2,0,24000
2967,77,1991,2,4,0,28000
2968,77,1991,2,1,0,20000
2969,77,1991,2,6,0,9000
2970,77,1991,1,1,0,22000
2971,77,1991,1,6,0,6000
2972,77,1992,1,4,5,26000
2973,77,1992,1,3,4,23000
2974,77,1992,1,5,2,14000
2975,77,1992,2,5,1,20000
2976,77,1992,2,3,1,24000
2977,77,1992,2,4,1,29000
2978,77,1992,2,2,0,24000
2979,77,1992,2,1,0,20000
2980,77,1992,2,6,0,9000
2981,77,1992,1,2,0,24000
2982,77,1992,1,1,0,21000
2983,77,1992,1,6,0,6000
2984,77,1993,1,5,3,13700
2985,77,1993,1,2,5,23400
2986,77,1993,1,6,1,5300
2987,77,1993,1,3,3,23900
2988,77,1993,1,4,3,27400
2989,77,1993,2,5,1,18900
2990,77,1993,2,2,0,22900
2991,77,1993,2,3,0,23100
2992,77,1993,2,4,0,29600
2993,77,1993,2,1,0,20700
2994,77,1993,2,6,0,9600
2995,77,1993,1,1,0,21100
2996,77,1994,1,5,3,13500
2997,77,1994,1,4,5,28600
2998,77,1994,2,5,2,18800
2999,77,1994,1,1,1,21100
3000,77,1994,2,3,1,22900
3001,77,1994,1,2,1,22900
3002,77,1994,2,4,1,30700
3003,77,1994,2,2,0,22500
3004,77,1994,2,1,0,20500
3005,77,1994,2,6,0,9700
3006,77,1994,1,3,0,23800
3007,77,1994,1,6,0,5300
3008,77,1995,1,3,7,23600
3009,77,1995,1,4,3,30000
3010,77,1995,2,2,2,22000
3011,77,1995,1,5,1,13400
3012,77,1995,2,4,2,31800
3013,77,1995,2,5,1,18700
3014,77,1995,1,2,1,22500
3015,77,1995,2,3,0,22700
3016,77,1995,2,1,0,20400
3017,77,1995,2,6,0,9800
3018,77,1995,1,1,0,21000
3019,77,1995,1,6,0,5300
3020,77,2000,1,3,4,20974
3021,77,2000,1,4,3,37000
3022,77,2000,1,2,1,20032
3023,77,2000,2,4,2,40354
3024,77,2000,2,2,0,19594
3025,77,2000,2,3,0,21656
3026,77,2000,2,1,0,19999
3027,77,2000,2,5,0,20755
3028,77,2000,2,6,0,8653
3029,77,2000,1,1,0,20504
3030,77,2000,1,5,0,16361
3031,77,2000,1,6,0,5251
3032,77,2001,1,5,1,16682
3033,77,2001,1,4,1,37608
3034,77,2001,2,2,0,19589
3035,77,2001,2,3,0,21392
3036,77,2001,2,4,0,41070
3037,77,2001,2,1,0,19856
3038,77,2001,2,5,0,20967
3039,77,2001,2,6,0,8830
3040,77,2001,1,2,0,19949
3041,77,2001,1,3,0,20762
3042,77,2001,1,1,0,20312
3043,77,2001,1,6,0,5389
3044,77,2002,2,2,0,19595
3045,77,2002,2,3,0,21133
3046,77,2002,2,4,0,41563
3047,77,2002,2,1,0,19674
3048,77,2002,2,5,0,21258
3049,77,2002,2,6,0,9003
3050,77,2002,1,2,0,19863
3051,77,2002,1,3,0,20535
3052,77,2002,1,4,0,38009
3053,77,2002,1,1,0,20106
3054,77,2002,1,5,0,17104
3055,77,2002,1,6,0,5510
3056,77,2003,2,2,0,19594
3057,77,2003,2,3,0,20882
3058,77,2003,2,4,0,41911
3059,77,2003,2,1,0,19479
3060,77,2003,2,5,0,21643
3061,77,2003,2,6,0,9139
3062,77,2003,1,2,0,19769
3063,77,2003,1,3,0,20309
3064,77,2003,1,4,0,38276
3065,77,2003,1,1,0,19901
3066,77,2003,1,5,0,17621
3067,77,2003,1,6,0,5598
3068,77,2004,1,4,3,38511
3069,77,2004,2,2,0,19566
3070,77,2004,2,3,0,20656
3071,77,2004,2,4,0,42213
3072,77,2004,2,1,0,19280
3073,77,2004,2,5,0,22134
3074,77,2004,2,6,0,9237
3075,77,2004,1,2,0,19657
3076,77,2004,1,3,0,20092
3077,77,2004,1,1,0,19715
3078,77,2004,1,5,0,18209
3079,77,2004,1,6,0,5655
3080,77,2005,1,4,1,38767
3081,77,2005,2,2,0,19501
3082,77,2005,2,3,0,20457
3083,77,2005,2,4,0,42518
3084,77,2005,2,1,0,19101
3085,77,2005,2,5,0,22723
3086,77,2005,2,6,0,9297
3087,77,2005,1,2,0,19524
3088,77,2005,1,3,0,19893
3089,77,2005,1,1,0,19569
3090,77,2005,1,5,0,18856
3091,77,2005,1,6,0,5683
3092,77,2006,1,6,1,5792
3093,77,2006,1,4,5,38972
3094,77,2006,1,3,2,19677
3095,77,2006,1,5,1,19527
3096,77,2006,2,2,0,19383
3097,77,2006,2,3,0,20256
3098,77,2006,2,4,0,42772
3099,77,2006,2,1,0,18922
3100,77,2006,2,5,0,23361
3101,77,2006,2,6,0,9430
3102,77,2006,1,2,0,19356
3103,77,2006,1,1,0,19435
3104,77,2007,2,2,0,19237
3105,77,2007,2,3,0,20074
3106,77,2007,2,4,0,43042
3107,77,2007,2,1,0,18772
3108,77,2007,2,5,0,24071
3109,77,2007,2,6,0,9551
3110,77,2007,1,2,0,19188
3111,77,2007,1,3,0,19468
3112,77,2007,1,4,0,39190
3113,77,2007,1,1,0,19359
3114,77,2007,1,5,0,20249
3115,77,2007,1,6,0,5882
3116,77,2008,2,4,1,43278
3117,77,2008,2,2,0,19070
3118,77,2008,2,3,0,19912
3119,77,2008,2,1,0,18667
3120,77,2008,2,5,0,24852
3121,77,2008,2,6,0,9658
3122,77,2008,1,2,0,19029
3123,77,2008,1,3,0,19259
3124,77,2008,1,4,0,39368
3125,77,2008,1,1,0,19341
3126,77,2008,1,5,0,21022
3127,77,2008,1,6,0,5958
3128,77,2009,1,6,1,6022
3129,77,2009,1,4,3,39442
3130,77,2009,1,5,1,21837
3131,77,2009,2,2,0,18898
3132,77,2009,2,3,0,19762
3133,77,2009,2,4,0,43400
3134,77,2009,2,1,0,18606
3135,77,2009,2,5,0,25695
3136,77,2009,2,6,0,9752
3137,77,2009,1,2,0,18881
3138,77,2009,1,3,0,19044
3139,77,2009,1,1,0,19379
3140,77,2010,1,4,3,39379
3141,77,2010,2,2,0,18739
3142,77,2010,2,3,0,19612
3143,77,2010,2,4,0,43369
3144,77,2010,2,1,0,18590
3145,77,2010,2,5,0,26589
3146,77,2010,2,6,0,9853
3147,77,2010,1,2,0,18747
3148,77,2010,1,3,0,18826
3149,77,2010,1,1,0,19462
3150,77,2010,1,5,0,22675
3151,77,2010,1,6,0,6086
3152,77,2011,2,2,0,18660
3153,77,2011,2,3,0,19511
3154,77,2011,2,4,0,43221
3155,77,2011,2,1,0,18501
3156,77,2011,2,5,0,27506
3157,77,2011,2,6,0,10011
3158,77,2011,1,2,0,18668
3159,77,2011,1,3,0,18675
3160,77,2011,1,4,0,39290
3161,77,2011,1,1,0,19431
3162,77,2011,1,5,0,23496
3163,77,2011,1,6,0,6233
3164,77,2012,2,2,0,18575
3165,77,2012,2,3,0,19421
3166,77,2012,2,4,0,42921
3167,77,2012,2,1,0,18436
3168,77,2012,2,5,0,28473
3169,77,2012,2,6,0,10166
3170,77,2012,1,2,0,18579
3171,77,2012,1,3,0,18523
3172,77,2012,1,4,0,39060
3173,77,2012,1,1,0,19402
3174,77,2012,1,5,0,24339
3175,77,2012,1,6,0,6375
3176,77,2013,2,2,0,18473
3177,77,2013,2,3,0,19336
3178,77,2013,2,4,0,42518
3179,77,2013,2,1,0,18384
3180,77,2013,2,5,0,29474
3181,77,2013,2,6,0,10306
3182,77,2013,1,2,0,18497
3183,77,2013,1,3,0,18365
3184,77,2013,1,4,0,38728
3185,77,2013,1,1,0,19376
3186,77,2013,1,5,0,25209
3187,77,2013,1,6,0,6499
3188,56,1990,1,4,729,1199400
3189,56,1990,1,5,363,714100
3190,56,1990,1,6,59,123400
3191,56,1990,1,3,359,844900
3192,56,1990,1,2,132,702900
3193,56,1990,2,6,61,339400
3194,56,1990,2,5,158,1101700
3195,56,1990,2,4,144,1284200
3196,56,1990,2,3,45,839200
3197,56,1990,2,2,24,706500
3198,56,1990,1,1,8,789500
3199,56,1990,2,1,3,763600
3200,56,1991,1,4,756,1217200
3201,56,1991,1,6,71,114800
3202,56,1991,1,5,401,747600
3203,56,1991,1,3,342,826400
3204,56,1991,2,6,72,325800
3205,56,1991,1,2,143,699100
3206,56,1991,2,5,175,1136700
3207,56,1991,2,4,121,1294600
3208,56,1991,2,3,42,823200
3209,56,1991,2,2,30,702100
3210,56,1991,1,1,14,807600
3211,56,1991,2,1,2,781100
3212,56,1992,1,4,845,1236700
3213,56,1992,1,5,459,774900
3214,56,1992,1,6,57,108800
3215,56,1992,1,3,397,812400
3216,56,1992,1,2,166,708800
3217,56,1992,2,6,68,314000
3218,56,1992,2,5,160,1171400
3219,56,1992,2,4,157,1309400
3220,56,1992,2,3,50,811300
3221,56,1992,2,2,31,708000
3222,56,1992,1,1,30,821500
3223,56,1992,2,1,4,793700
3224,56,1993,1,4,1072,1254600
3225,56,1993,1,5,577,792900
3226,56,1993,1,6,64,105900
3227,56,1993,1,3,454,789200
3228,56,1993,1,2,175,723100
3229,56,1993,2,6,64,310600
3230,56,1993,2,5,198,1193700
3231,56,1993,2,4,164,1323600
3232,56,1993,2,3,58,794600
3233,56,1993,2,2,37,713800
3234,56,1993,1,1,18,834500
3235,56,1993,2,1,4,804600
3236,56,1994,1,4,1156,1258800
3237,56,1994,1,5,671,797700
3238,56,1994,1,6,73,103700
3239,56,1994,1,3,458,773000
3240,56,1994,1,2,208,726000
3241,56,1994,2,6,69,307500
3242,56,1994,2,5,227,1206100
3243,56,1994,2,4,177,1336000
3244,56,1994,2,3,60,784400
3245,56,1994,2,2,36,719700
3246,56,1994,1,1,16,833400
3247,56,1994,2,1,2,807600
3248,56,1995,1,4,1222,1274300
3249,56,1995,1,5,699,805300
3250,56,1995,1,6,71,101000
3251,56,1995,1,3,475,743800
3252,56,1995,1,2,210,734800
3253,56,1995,2,5,197,1220800
3254,56,1995,2,6,49,304600
3255,56,1995,2,4,181,1360000
3256,56,1995,2,3,51,762300
3257,56,1995,2,2,33,729900
3258,56,1995,1,1,12,829500
3259,56,1995,2,1,3,807300
